baker,series,episode,result,signature_bake,show_stopper,baker_age,baker_occupation,hometown,technical
Karen,9,5,OUT,NA,NA,60,In-store sampling assistant,Wakefield,9
Karen,9,6,NA,NA,NA,60,In-store sampling assistant,Wakefield,NA
Karen,9,7,NA,NA,NA,60,In-store sampling assistant,Wakefield,NA
Karen,9,8,NA,NA,NA,60,In-store sampling assistant,Wakefield,NA
Karen,9,9,NA,NA,NA,60,In-store sampling assistant,Wakefield,NA
Karen,9,10,NA,NA,NA,60,In-store sampling assistant,Wakefield,NA
Kate,5,1,IN,Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges,41,Furniture Restorer,"Brighton, East Sussex",6
Kate,5,2,IN,Parmesan and Apple Biscuits,Tea Time,41,Furniture Restorer,"Brighton, East Sussex",4
Kate,5,3,IN,Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread",41,Furniture Restorer,"Brighton, East Sussex",1
Kate,5,4,IN,Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska",41,Furniture Restorer,"Brighton, East Sussex",7
Kate,5,5,STAR BAKER,Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies",41,Furniture Restorer,"Brighton, East Sussex",3
Kate,5,6,IN,"Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes,41,Furniture Restorer,"Brighton, East Sussex",6
Kate,5,7,OUT,Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs,41,Furniture Restorer,"Brighton, East Sussex",4
Kate,7,1,IN,Berry Best Apple and Bramble Drizzle Cake,One Swallow Does Not Make A Summer Cake,37,Nurse,"Brooke, Norfolk",4
Kate,7,2,IN,"""A Biscuit for the Broads""","""I Promise I will do my best""",37,Nurse,"Brooke, Norfolk",1
Kate,7,3,IN,Cobbled Loaf,The Corn Maiden,37,Nurse,"Brooke, Norfolk",8
Kate,7,4,OUT,Christmas Dinner Compromise,Hot Cross Bunny Churros,37,Nurse,"Brooke, Norfolk",7
Kate,8,1,IN,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake,29,Health and safety inspector,Merseyside,1
Kate,8,2,IN,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game,29,Health and safety inspector,Merseyside,8
Kate,8,3,IN,Blueberry Buns,'Kraken' Bread Sculpture,29,Health and safety inspector,Merseyside,10
Kate,8,4,STAR BAKER,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake,29,Health and safety inspector,Merseyside,6
Kate,8,5,IN,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine,29,Health and safety inspector,Merseyside,8
Kate,8,6,IN,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze,29,Health and safety inspector,Merseyside,5
Kate,8,7,IN,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle,29,Health and safety inspector,Merseyside,6
Kate,8,8,IN,Burrito Bedfordshire Clangers,'Liver Building Turret' Savoy Cake,29,Health and safety inspector,Merseyside,2
Kate,8,9,IN,Bellini and Valencian Orange Choux Buns,'Rainbow' Meringue Centrepiece,29,Health and safety inspector,Merseyside,4
Kate,8,10,Runner-up,"Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet",29,Health and safety inspector,Merseyside,3
Kate,7,5,NA,NA,NA,37,Nurse,"Brooke, Norfolk",NA
Kate,7,6,NA,NA,NA,37,Nurse,"Brooke, Norfolk",NA
Kate,7,7,NA,NA,NA,37,Nurse,"Brooke, Norfolk",NA
Kate,7,8,NA,NA,NA,37,Nurse,"Brooke, Norfolk",NA
Kate,7,9,NA,NA,NA,37,Nurse,"Brooke, Norfolk",NA
Kate,7,10,NA,NA,NA,37,Nurse,"Brooke, Norfolk",NA
Kate,5,8,NA,NA,NA,41,Furniture Restorer,"Brighton, East Sussex",NA
Kate,5,9,NA,NA,NA,41,Furniture Restorer,"Brighton, East Sussex",NA
Kate,5,10,NA,NA,NA,41,Furniture Restorer,"Brighton, East Sussex",NA
Keith,2,1,OUT,Earl Grey Cupcakes,Chocolate and Sour Cream Cake,31,House husband,"Arlesey, Bedfordshire",12
Keith,2,2,NA,NA,NA,31,House husband,"Arlesey, Bedfordshire",NA
Keith,2,3,NA,NA,NA,31,House husband,"Arlesey, Bedfordshire",NA
Keith,2,4,NA,NA,NA,31,House husband,"Arlesey, Bedfordshire",NA
Keith,2,5,NA,NA,NA,31,House husband,"Arlesey, Bedfordshire",NA
Keith,2,6,NA,NA,NA,31,House husband,"Arlesey, Bedfordshire",NA
Keith,2,7,NA,NA,NA,31,House husband,"Arlesey, Bedfordshire",NA
Keith,2,8,NA,NA,NA,31,House husband,"Arlesey, Bedfordshire",NA
Kim-Joy,9,1,IN,NA,NA,27,Mental health specialist,Leeds,10
Kim-Joy,9,2,IN,NA,NA,27,Mental health specialist,Leeds,4
Kim-Joy,9,3,IN,NA,NA,27,Mental health specialist,Leeds,10
Kim-Joy,9,4,IN,NA,NA,27,Mental health specialist,Leeds,6
Kim-Joy,9,5,STAR BAKER,NA,NA,27,Mental health specialist,Leeds,4
Kim-Joy,9,6,IN,NA,NA,27,Mental health specialist,Leeds,5
Kim-Joy,9,7,STAR BAKER,NA,NA,27,Mental health specialist,Leeds,6
Kim-Joy,9,8,IN,NA,NA,27,Mental health specialist,Leeds,2
Kim-Joy,9,9,IN,NA,NA,27,Mental health specialist,Leeds,2
Kim-Joy,9,10,Runner-up,NA,NA,27,Mental health specialist,Leeds,1
Kimberley,4,1,IN,Blood Orange Cake,"Chocolate, Raspberry & Basil Layer Cake",30,Psychologist,London,10
Kimberley,4,2,IN,Nigella Seed and Parmesan Breadsticks,Peace Bread,30,Psychologist,London,1
Kimberley,4,3,IN,"Peach, Almond and Ginger Trifle",Chocolate Pistachio FinanciersLemon Bergamot Biscuits,30,Psychologist,London,6
Kimberley,4,4,STAR BAKER,Pecan and Rosemary Caramel Apple Pie,"Chicken, Bacon and Butternut Squash Pie",30,Psychologist,London,4
Kimberley,4,5,IN,Cherry and Almond Bakewell Florentine Slice,Black and White Viennese Biscuit Stack,30,Psychologist,London,7
Kimberley,4,6,IN,Chai Spiced Ginger and Date Tea Loaf,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer,30,Psychologist,London,3
Kimberley,4,7,IN,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette",30,Psychologist,London,4
Kimberley,4,8,IN,Wild Garlic Pesto and Parma Ham Spelt Loaf,Butternut Squash and Spice Cake Toadstool House,30,Psychologist,London,2
Kimberley,4,9,STAR BAKER,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,Passion Fruit and Lime Opera Cake,30,Psychologist,London,1
Kimberley,4,10,Runner-up,Chicken and Pig Pie,Languages of Love Wedding Cake,30,Psychologist,London,1
Lea,1,1,OUT,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,51,Retired,"Midlothian, Scotland",10
Lea,1,2,NA,NA,NA,51,Retired,"Midlothian, Scotland",NA
Lea,1,3,NA,NA,NA,51,Retired,"Midlothian, Scotland",NA
Lea,1,4,NA,NA,NA,51,Retired,"Midlothian, Scotland",NA
Lea,1,5,NA,NA,NA,51,Retired,"Midlothian, Scotland",NA
Lea,1,6,NA,NA,NA,51,Retired,"Midlothian, Scotland",NA
Lee,7,1,OUT,St. Clements Orange and Lemon Drizzle Cake,Strawberry Surprise Mirror Cake,67,Pastor,Bolton,11
Lee,7,2,NA,NA,NA,67,Pastor,Bolton,NA
Lee,7,3,NA,NA,NA,67,Pastor,Bolton,NA
Lee,7,4,NA,NA,NA,67,Pastor,Bolton,NA
Lee,7,5,NA,NA,NA,67,Pastor,Bolton,NA
Lee,7,6,NA,NA,NA,67,Pastor,Bolton,NA
Lee,7,7,NA,NA,NA,67,Pastor,Bolton,NA
Lee,7,8,NA,NA,NA,67,Pastor,Bolton,NA
Lee,7,9,NA,NA,NA,67,Pastor,Bolton,NA
Lee,7,10,NA,NA,NA,67,Pastor,Bolton,NA
Liam,8,1,IN,Apple and Almond Crumble Maple Loaf,'Stackin' Sunday' Cake,19,Student,North London,8
Liam,8,2,IN,Coffee Malted Pecan Shorties,'Classroom Classics' Game,19,Student,North London,7
Liam,8,3,IN,Jamaican Spiced Teacakes,'Kneadapolitan' Bread Sculpture,19,Student,North London,5
Liam,8,4,IN,Salted Peanut Butter Millionaire Shortbreads,White Layered Ginger Caramel Cake,19,Student,North London,3
Liam,8,5,IN,Cherries & Lemons that are 'Baked Well','Cheers Lads' Trifle Terrine,19,Student,North London,2
Liam,8,6,STAR BAKER,'Standard FC' Decorative Pies,'Nan's Sunday Dinner' Pie,19,Student,North London,4
Liam,8,7,IN,'Just Doing Me' Cannoli,'Morning Delivery' Sfogliatelle,19,Student,North London,2
Liam,8,8,OUT,'Take Out' Bedfordshire Clangers,'Fort Wizardore' Savoy Cake,19,Student,North London,5
Liam,8,9,NA,NA,NA,19,Student,North London,NA
Liam,8,10,NA,NA,NA,19,Student,North London,NA
Louise,1,1,IN,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",44,Police Officer,Manchester,NA
Louise,1,2,OUT,Stained Glass Window Shortbread,"Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons",44,Police Officer,Manchester,4
Louise,7,1,IN,Orange Liqueur and Lemonade Drizzle Cake,White Chocolate Trifle Mirror Glaze Cake,46,Hairdresser,Cardiff,9
Louise,7,2,OUT,Baa Bara Brith Biscuits,Gingerbread Wedding,46,Hairdresser,Cardiff,10
Louise,1,3,NA,NA,NA,44,Police Officer,Manchester,NA
Louise,1,4,NA,NA,NA,44,Police Officer,Manchester,NA
Louise,1,5,NA,NA,NA,44,Police Officer,Manchester,NA
Louise,1,6,NA,NA,NA,44,Police Officer,Manchester,NA
Louise,7,3,NA,NA,NA,46,Hairdresser,Cardiff,NA
Louise,7,4,NA,NA,NA,46,Hairdresser,Cardiff,NA
Louise,7,5,NA,NA,NA,46,Hairdresser,Cardiff,NA
Louise,7,6,NA,NA,NA,46,Hairdresser,Cardiff,NA
Louise,7,7,NA,NA,NA,46,Hairdresser,Cardiff,NA
Louise,7,8,NA,NA,NA,46,Hairdresser,Cardiff,NA
Louise,7,9,NA,NA,NA,46,Hairdresser,Cardiff,NA
Louise,7,10,NA,NA,NA,46,Hairdresser,Cardiff,NA
Lucy,4,1,IN,Timperley Early Cake,Thyme 'Wildwood' Cake,38,Horticulturist,"Grimsby, Lincolnshire",2
Lucy,4,2,OUT,Grissini with Salt,Roast Tomato Bread,38,Horticulturist,"Grimsby, Lincolnshire",12
Lucy,4,3,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA
Lucy,4,4,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA
Lucy,4,5,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA
Lucy,4,6,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA
Lucy,4,7,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA
Lucy,4,8,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA
Lucy,4,9,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA
Lucy,4,10,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire",NA
Luis,5,1,IN,Spanish Swiss Roll,Raspberry and Lemon Genoise Slices with Lemon Drizzles,42,Graphic Designer,"Poynton, Cheshire",7
Luis,5,2,IN,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,George Versus The Dragon,42,Graphic Designer,"Poynton, Cheshire",3
Luis,5,3,STAR BAKER,Opposites Attract Rolls,Roscón de Reyes,42,Graphic Designer,"Poynton, Cheshire",2
Luis,5,4,IN,Pears in Puddings,Bakewell Alaska,42,Graphic Designer,"Poynton, Cheshire",2
Luis,5,5,IN,Tropical Manchester Tart,Four Fruity Seasons Tower,42,Graphic Designer,"Poynton, Cheshire",6
Luis,5,6,IN,Apple and Cinnamon Kugelhopf with Honeyed Apples,The Cage on the Rocky Hill,42,Graphic Designer,"Poynton, Cheshire",3
Luis,5,7,IN,Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)",42,Graphic Designer,"Poynton, Cheshire",5
Luis,5,8,IN,Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)",42,Graphic Designer,"Poynton, Cheshire",2
Luis,5,9,IN,Indian Rose BaklavaHalwa Baklava Rolls,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges",42,Graphic Designer,"Poynton, Cheshire",1
Luis,5,10,Runner-up,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,42,Graphic Designer,"Poynton, Cheshire",2
Luke,9,1,IN,NA,NA,30,Civil servant/house and techno DJ,Sheffield,8
Luke,9,2,OUT,NA,NA,30,Civil servant/house and techno DJ,Sheffield,7
Luke,9,3,NA,NA,NA,30,Civil servant/house and techno DJ,Sheffield,NA
Luke,9,4,NA,NA,NA,30,Civil servant/house and techno DJ,Sheffield,NA
Luke,9,5,NA,NA,NA,30,Civil servant/house and techno DJ,Sheffield,NA
Luke,9,6,NA,NA,NA,30,Civil servant/house and techno DJ,Sheffield,NA
Luke,9,7,NA,NA,NA,30,Civil servant/house and techno DJ,Sheffield,NA
Luke,9,8,NA,NA,NA,30,Civil servant/house and techno DJ,Sheffield,NA
Luke,9,9,NA,NA,NA,30,Civil servant/house and techno DJ,Sheffield,NA
Luke,9,10,NA,NA,NA,30,Civil servant/house and techno DJ,Sheffield,NA
Manisha,3,1,IN,"Vanilla, Peach and Raspberry",White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart,27,Nursery nurse,Leicester,6
Manisha,3,2,IN,Indian FlatbreadsItalian Flatbreads,UNKNOWN,27,Nursery nurse,Leicester,6
Manisha,3,3,IN,"Cinnamon, Apple and Pear Tarte Tatin",Rum and Tropical Fruit Tart,27,Nursery nurse,Leicester,10
Manisha,3,4,IN,"Almond, Chocolate and Cherry Torte",Tiramisu Layered Meringue Dessert,27,Nursery nurse,Leicester,9
Manisha,3,5,OUT,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie,27,Nursery nurse,Leicester,5
Manisha,3,6,NA,NA,NA,27,Nursery nurse,Leicester,NA
Manisha,3,7,NA,NA,NA,27,Nursery nurse,Leicester,NA
Manisha,3,8,NA,NA,NA,27,Nursery nurse,Leicester,NA
Manisha,3,9,NA,NA,NA,27,Nursery nurse,Leicester,NA
Manisha,3,10,NA,NA,NA,27,Nursery nurse,Leicester,NA
Manon,9,1,STAR BAKER,NA,NA,26,Software project manager,London,3
Manon,9,2,IN,NA,NA,26,Software project manager,London,6
Manon,9,3,IN,NA,NA,26,Software project manager,London,3
Manon,9,4,IN,NA,NA,26,Software project manager,London,8
Manon,9,5,IN,NA,NA,26,Software project manager,London,5
Manon,9,6,IN,NA,NA,26,Software project manager,London,4
Manon,9,7,IN,NA,NA,26,Software project manager,London,2
Manon,9,8,OUT,NA,NA,26,Software project manager,London,4
Manon,9,9,NA,NA,NA,26,Software project manager,London,NA
Manon,9,10,NA,NA,NA,26,Software project manager,London,NA
Marie,6,1,STAR BAKER,Zingy Citrus Madeira Cake,A Walk in the Black Forest,66,Retired,"Auchterarder, Perthshire",3
Marie,6,2,OUT,Biscotti Italiano,Russian Box,66,Retired,"Auchterarder, Perthshire",11
Marie,6,3,NA,NA,NA,66,Retired,"Auchterarder, Perthshire",NA
Marie,6,4,NA,NA,NA,66,Retired,"Auchterarder, Perthshire",NA
Marie,6,5,NA,NA,NA,66,Retired,"Auchterarder, Perthshire",NA
Marie,6,6,NA,NA,NA,66,Retired,"Auchterarder, Perthshire",NA
Marie,6,7,NA,NA,NA,66,Retired,"Auchterarder, Perthshire",NA
Marie,6,8,NA,NA,NA,66,Retired,"Auchterarder, Perthshire",NA
Marie,6,9,NA,NA,NA,66,Retired,"Auchterarder, Perthshire",NA
Marie,6,10,NA,NA,NA,66,Retired,"Auchterarder, Perthshire",NA
Mark,1,1,OUT,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,48,Bus Driver,South Wales,NA
Mark,4,1,IN,Lemon and Poppy Seed Cake,Chocolate Monster,37,Carpenter and Kitchen Fitter,Milton Keynes,5
Mark,4,2,IN,Rosemary & Raisin Breadsticks,Sage & Garlic Plait,37,Carpenter and Kitchen Fitter,Milton Keynes,6
Mark,4,3,OUT,"Ginger, Mango and Passion Fruit Trifle",Rose and Pistachio MacaroonsChocolate and Raspberry Bites,37,Carpenter and Kitchen Fitter,Milton Keynes,11
Mark,4,4,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA
Mark,4,5,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA
Mark,4,6,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA
Mark,4,7,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA
Mark,4,8,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA
Mark,4,9,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA
Mark,4,10,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes,NA
Mark,1,2,NA,NA,NA,48,Bus Driver,South Wales,NA
Mark,1,3,NA,NA,NA,48,Bus Driver,South Wales,NA
Mark,1,4,NA,NA,NA,48,Bus Driver,South Wales,NA
Mark,1,5,NA,NA,NA,48,Bus Driver,South Wales,NA
Mark,1,6,NA,NA,NA,48,Bus Driver,South Wales,NA
Martha,5,1,IN,Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes,17,Student,"Ascot, Berkshire",2
Martha,5,2,IN,Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene,17,Student,"Ascot, Berkshire",5
Martha,5,3,IN,Date and Walnut Rye Rolls,Stuffed Sunflower Loaf,17,Student,"Ascot, Berkshire",3
Martha,5,4,IN,Peanut Butter Chocolate Fondants,Key Lime Baked Alaska,17,Student,"Ascot, Berkshire",1
Martha,5,5,IN,"Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie,17,Student,"Ascot, Berkshire",1
Martha,5,6,IN,Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte,17,Student,"Ascot, Berkshire",4
Martha,5,7,IN,Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs,17,Student,"Ascot, Berkshire",3
Martha,5,8,OUT,Spiced Plum Iced Bread Swirl,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts,17,Student,"Ascot, Berkshire",5
Martha,5,9,NA,NA,NA,17,Student,"Ascot, Berkshire",NA
Martha,5,10,NA,NA,NA,17,Student,"Ascot, Berkshire",NA
Mary-Anne,2,1,IN,Banoffee Cupcakes,Chocolate and Raspberry Opera cake,45,Housewife,"Kidderminster, Worcestershire",4
Mary-Anne,2,2,IN,"Roasted Cauliflower, Cheese andCaramelised Onion Quiche",Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts,45,Housewife,"Kidderminster, Worcestershire",9
Mary-Anne,2,3,IN,Ploughman's Loaf,Herb and Walnut BreadsChocolate and Chilli Buns,45,Housewife,"Kidderminster, Worcestershire",5
Mary-Anne,2,4,IN,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,45,Housewife,"Kidderminster, Worcestershire",2
Mary-Anne,2,5,IN,Chicken and Bacon Pie,Midnight Meringue,45,Housewife,"Kidderminster, Worcestershire",2
Mary-Anne,2,6,IN,Tutti Fruitti Curd Baked Cheesecake,Orange and Praline Croquembouche with Cardamom Caramel,45,Housewife,"Kidderminster, Worcestershire",4
Mary-Anne,2,7,IN,Chocolate and Orange Mousse Cake,Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes,45,Housewife,"Kidderminster, Worcestershire",2
Mary-Anne,2,8,Runner-up,Lemon and Ginger Mille Feuille,Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub,45,Housewife,"Kidderminster, Worcestershire",3
Mat,6,1,IN,Gin and Tonic Madeira Cake,Black Forest Gateau,37,Fire fighter,London,7
Mat,6,2,IN,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine,37,Fire fighter,London,5
Mat,6,3,IN,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",Curry Inspired Brighton Pavilion,37,Fire fighter,London,8
Mat,6,4,IN,Coconut Crème Brûlées,Chocolate Bar Cheesecakes,37,Fire fighter,London,7
Mat,6,5,IN,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll,37,Fire fighter,London,4
Mat,6,6,STAR BAKER,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,37,Fire fighter,London,1
Mat,6,7,OUT,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,37,Fire fighter,London,6
Mat,6,8,NA,NA,NA,37,Fire fighter,London,NA
Mat,6,9,NA,NA,NA,37,Fire fighter,London,NA
Mat,6,10,NA,NA,NA,37,Fire fighter,London,NA
Michael,7,1,IN,"Lime, Ginger and Honey Drizzle Cake",Matcha Tea Chocolate Mirror Glaze,20,Student,Durham,3
Michael,7,2,IN,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",Trip to See Santa in Lapland,20,Student,Durham,9
Michael,7,3,OUT,Chocolate and Chilli Swirl Plait,Cypriot Dove and Olive Branch Plaited Loaf with Houmous,20,Student,Durham,7
Michael,10,1,IN,NA,NA,26,Theatre manager/fitness instructor,Stratford-upon-Avon,11
Michael,10,2,IN,NA,NA,26,Theatre manager/fitness instructor,Stratford-upon-Avon,4
Michael,10,3,STAR BAKER,NA,NA,26,Theatre manager/fitness instructor,Stratford-upon-Avon,6
Michael,10,4,IN,NA,NA,26,Theatre manager/fitness instructor,Stratford-upon-Avon,7
Michael,10,5,IN,NA,NA,26,Theatre manager/fitness instructor,Stratford-upon-Avon,8
Michael,10,6,IN,NA,NA,26,Theatre manager/fitness instructor,Stratford-upon-Avon,6
Michael,10,7,OUT,NA,NA,26,Theatre manager/fitness instructor,Stratford-upon-Avon,5
Michael,10,8,NA,NA,NA,26,Theatre manager/fitness instructor,Stratford-upon-Avon,NA
Michael,10,9,NA,NA,NA,26,Theatre manager/fitness instructor,Stratford-upon-Avon,NA
Michael,10,10,NA,NA,NA,26,Theatre manager/fitness instructor,Stratford-upon-Avon,NA
Michael,7,4,NA,NA,NA,20,Student,Durham,NA
Michael,7,5,NA,NA,NA,20,Student,Durham,NA
Michael,7,6,NA,NA,NA,20,Student,Durham,NA
Michael,7,7,NA,NA,NA,20,Student,Durham,NA
Michael,7,8,NA,NA,NA,20,Student,Durham,NA
Michael,7,9,NA,NA,NA,20,Student,Durham,NA
Michael,7,10,NA,NA,NA,20,Student,Durham,NA
Michelle,10,1,STAR BAKER,NA,NA,35,Print shop administrator,"Tenby, Wales",6
Michelle,10,2,IN,NA,NA,35,Print shop administrator,"Tenby, Wales",8
Michelle,10,3,IN,NA,NA,35,Print shop administrator,"Tenby, Wales",5
Michelle,10,4,IN,NA,NA,35,Print shop administrator,"Tenby, Wales",5
Michelle,10,5,OUT,NA,NA,35,Print shop administrator,"Tenby, Wales",7
Michelle,10,6,NA,NA,NA,35,Print shop administrator,"Tenby, Wales",NA
Michelle,10,7,NA,NA,NA,35,Print shop administrator,"Tenby, Wales",NA
Michelle,10,8,NA,NA,NA,35,Print shop administrator,"Tenby, Wales",NA
Michelle,10,9,NA,NA,NA,35,Print shop administrator,"Tenby, Wales",NA
Michelle,10,10,NA,NA,NA,35,Print shop administrator,"Tenby, Wales",NA
Miranda,1,1,IN,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",8
Miranda,1,2,IN,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",3
Miranda,1,3,IN,Walnut and Apricot Bread,"Lemon Iced Buns
Chocolate and Orange Buns",37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",3
Miranda,1,4,IN,Sticky Toffee Pudding,"Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble",37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",1
Miranda,1,5,IN,"Summery Salmon, Cod and Prawn Fish Pie","Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés",37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",1
Miranda,1,6,Runner-up,Lemon Cupcake,Eliminated after signature,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",NA
Nadiya,6,1,IN,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,30,Full-time mother,Leeds / Luton,12
Nadiya,6,2,IN,"Coconut, Fennel and Pistachio Biscotti",Box of Fortunes,30,Full-time mother,Leeds / Luton,9
Nadiya,6,3,IN,Mexican Bread with Warm Tomato Salsa,Snake Charmer's Basket,30,Full-time mother,Leeds / Luton,9
Nadiya,6,4,IN,Cinnamon Tea Crème Brûlées,Fizzy Pop Cheesecakes,30,Full-time mother,Leeds / Luton,8
Nadiya,6,5,STAR BAKER,Naked Blueberry and Caraway Crunch Cake,Chocolate and Strawberry Lime Ice Cream Roll,30,Full-time mother,Leeds / Luton,1
Nadiya,6,6,IN,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents,30,Full-time mother,Leeds / Luton,4
Nadiya,6,7,IN,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe,30,Full-time mother,Leeds / Luton,1
Nadiya,6,8,STAR BAKER,Rose Pistachio and Mocha Hazelnut Horns,Bubble Gum and Peppermint Cream Religieuse à l'ancienne,30,Full-time mother,Leeds / Luton,1
Nadiya,6,9,STAR BAKER,Peanut Salted Caramel and Chocolate Tart,Peacock in Nan's Door,30,Full-time mother,Leeds / Luton,4
Nadiya,6,10,WINNER,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,My Big Fat British Wedding Cake,30,Full-time mother,Leeds / Luton,1
Nancy,5,1,STAR BAKER,Coffee and Hazelnut Swiss Roll,Jaffa Orange Cakes,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",1
Nancy,5,2,IN,Fennel and Rye Thins,Hansel and Gretel Scene,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",2
Nancy,5,3,IN,Cider and Walnut Crusty Rolls,'Full English' Stromboli,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",5
Nancy,5,4,IN,Pistachio Puddings with Chocolate Sauce,Summer Pudding Alaska,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",4
Nancy,5,5,IN,Chocolate Crusted Passion Fruit Tart,Trio of Apple Pies,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",4
